group,cam,batch,tank,day,point,point_order,area,mean,min,max,x,y,frame_rate
cam11-b3-d2,11,3,1,2,10,10,0,189,189,189,655.5,415.5,25
cam11-b3-d2,11,3,1,2,11,11,0,190,190,190,574.167,436.833,25
cam11-b3-d2,11,3,1,2,12,12,0,190,190,190,540.833,431.5,25
cam11-b3-d2,11,3,1,2,13,13,0,190,190,190,571.5,403.5,25
cam11-b3-d2,11,3,1,2,14,14,0,189,189,189,602.167,402.167,25
cam11-b3-d2,11,3,1,2,15,15,0,188,188,188,612.833,372.833,25
cam11-b3-d2,11,3,1,2,16,16,0,187,187,187,616.833,334.167,25
cam11-b3-d2,11,3,2,2,1,17,0,162,162,162,1459.5,218.167,25
cam11-b3-d2,11,3,2,2,2,18,0,170,170,170,1276.833,218.167,25
cam11-b3-d2,11,3,2,2,3,19,0,167,167,167,1224.833,211.5,25
cam11-b3-d2,11,3,2,2,4,20,0,169,169,169,1147.5,210.167,25
cam11-b3-d2,11,3,2,2,5,21,0,166,166,166,1023.5,207.5,25
cam11-b3-d2,11,3,2,2,6,22,0,158,158,158,962.167,204.833,25
cam11-b3-d2,11,3,2,2,7,23,0,130,130,130,956.833,508.833,25
cam11-b3-d2,11,3,2,2,8,24,0,150,150,150,1020.833,508.833,25
cam11-b3-d2,11,3,2,2,9,25,0,157,157,157,1151.5,510.167,25
cam11-b3-d2,11,3,2,2,10,26,0,154,154,154,1223.5,512.833,25
cam11-b3-d2,11,3,2,2,11,27,0,165,165,165,1282.167,515.5,25
cam11-b3-d2,11,3,2,2,12,28,0,173,173,173,1459.5,508.833,25
cam11-b3-d2,11,3,2,2,13,29,0,117,117,117,958.167,358.167,25
cam11-b3-d2,11,3,2,2,14,30,0,172,172,172,1018.167,355.5,25
cam11-b3-d2,11,3,2,2,15,31,0,176,176,176,1154.167,358.167,25
cam11-b3-d2,11,3,2,2,16,32,0,175,175,175,1215.5,358.167,25
cam11-b3-d2,11,3,3,2,1,33,0,172,172,172,404.833,834.167,25
cam11-b3-d2,11,3,3,2,2,34,0,186,186,186,588.833,838.167,25
cam11-b3-d2,11,3,3,2,3,35,0,177,177,177,652.833,839.5,25
cam11-b3-d2,11,3,3,2,4,36,0,158,158,158,722.167,838.167,25
cam11-b3-d2,11,3,3,2,5,37,0,174,174,174,852.833,836.833,25
cam11-b3-d2,11,3,3,2,6,38,0,167,167,167,912.833,834.167,25
cam11-b3-d2,11,3,3,2,7,39,0,178,178,178,907.5,536.833,25
cam11-b3-d2,11,3,3,2,8,40,0,187,187,187,851.5,536.833,25
cam11-b3-d2,11,3,3,2,9,41,0,179,179,179,720.833,538.167,25
cam11-b3-d2,11,3,3,2,10,42,0,176,176,176,652.833,539.5,25
cam11-b3-d2,11,3,3,2,11,43,0,183,183,183,586.167,540.833,25
cam11-b3-d2,11,3,3,2,12,44,0,181,181,181,395.5,540.833,25
cam11-b3-d2,11,3,3,2,13,45,0,163,163,163,920.833,686.167,25
cam11-b3-d2,11,3,3,2,14,46,0,180,180,180,855.5,687.5,25
cam11-b3-d2,11,3,3,2,15,47,0,189,189,189,722.167,687.5,25
cam11-b3-d2,11,3,3,2,16,48,0,185,185,185,659.5,691.5,25
cam11-b3-d2,11,3,4,2,1,49,0,176,176,176,1456.833,827.5,25
cam11-b3-d2,11,3,4,2,2,50,0,179,179,179,1268.833,830.167,25
cam11-b3-d2,11,3,4,2,3,51,0,177,177,177,1206.167,832.833,25
cam11-b3-d2,11,3,4,2,4,52,0,176,176,176,1144.833,832.833,25
cam11-b3-d2,11,3,4,2,5,53,0,170,170,170,1022.167,831.5,25
cam11-b3-d2,11,3,4,2,6,54,0,151,151,151,955.5,836.833,25
cam11-b3-d2,11,3,4,2,7,55,0,160,160,160,955.5,542.167,25
cam11-b3-d2,11,3,4,2,8,56,0,164,164,164,1015.5,540.833,25
cam11-b3-d2,11,3,4,2,9,57,0,182,182,182,1143.5,542.167,25
cam11-b3-d2,11,3,4,2,10,58,0,172,172,172,1207.5,539.5,25
cam11-b3-d2,11,3,4,2,11,59,0,173,173,173,1274.167,543.5,25
cam11-b3-d2,11,3,4,2,12,60,0,169,169,169,1458.167,540.833,25
cam11-b3-d2,11,3,4,2,13,61,0,171,171,171,951.5,687.5,25
cam11-b3-d2,11,3,4,2,14,62,0,173,173,173,1014.167,686.167,25
cam11-b3-d2,11,3,4,2,15,63,0,175,175,175,1142.167,686.167,25
cam11-b3-d2,11,3,4,2,16,64,0,176,176,176,1204.833,688.833,25
cam12-b3-d2,12,3,1,2,1,1,0,170,170,170,477,222,50
cam12-b3-d2,12,3,1,2,2,2,0,172,172,172,634.167,230.167,50
cam12-b3-d2,12,3,1,2,3,3,0,168,168,168,691.5,232.833,50
cam12-b3-d2,12,3,1,2,4,4,0,181,181,181,744.833,231.5,50
cam12-b3-d2,12,3,1,2,5,5,0,170,170,170,851.5,232.833,50
cam12-b3-d2,12,3,1,2,6,6,0,171,171,171,902.167,232.833,50
cam12-b3-d2,12,3,1,2,7,7,0,145,145,145,903.5,475.5,50
cam12-b3-d2,12,3,1,2,8,8,0,174,174,174,851.5,478.167,50
cam12-b3-d2,12,3,1,2,9,9,0,177,177,177,742.167,474.167,50
cam12-b3-d2,12,3,1,2,10,10,0,153,153,153,688.833,475.5,50
cam12-b3-d2,12,3,1,2,11,11,0,175,175,175,632.833,470.167,50
cam12-b3-d2,12,3,1,2,12,12,0,161,161,161,480.833,468.833,50
cam12-b3-d2,12,3,1,2,13,13,0,138,138,138,907.5,355.5,50
cam12-b3-d2,12,3,1,2,14,14,0,173,173,173,852.833,352.833,50
cam12-b3-d2,12,3,1,2,15,15,0,179,179,179,744.833,350.167,50
cam12-b3-d2,12,3,1,2,16,16,0,183,183,183,690.167,348.833,50
cam12-b3-d2,12,3,2,2,1,17,0,196,196,196,1076.833,299.5,50
cam12-b3-d2,12,3,2,2,2,18,0,197,197,197,1026.167,344.833,50
cam12-b3-d2,12,3,2,2,3,19,0,197,197,197,1095.5,366.167,50
cam12-b3-d2,12,3,2,2,4,20,0,197,197,197,1154.167,370.167,50
cam12-b3-d2,12,3,2,2,5,21,0,197,197,197,1136.833,331.5,50
cam12-b3-d2,12,3,2,2,6,22,0,197,197,197,1079.5,354.167,50
cam12-b3-d2,12,3,2,2,7,23,0,197,197,197,1032.833,411.5,50
cam12-b3-d2,12,3,2,2,8,24,0,197,197,197,1103.5,422.167,50
cam12-b3-d2,12,3,2,2,9,25,0,197,197,197,1154.167,422.167,50
cam12-b3-d2,12,3,2,2,10,26,0,185,185,185,1206.167,412.833,50
cam12-b3-d2,12,3,2,2,11,27,0,181,181,181,1248.833,376.833,50
cam12-b3-d2,12,3,2,2,12,28,0,181,181,181,1236.833,355.5,50
cam12-b3-d2,12,3,2,2,13,29,0,198,198,198,1184.833,338.167,50
cam12-b3-d2,12,3,2,2,14,30,0,195,195,195,1167.5,318.167,50
cam12-b3-d2,12,3,2,2,15,31,0,198,198,198,1202.167,304.833,50
cam12-b3-d2,12,3,2,2,16,32,0,190,190,190,1254.167,310.167,50
cam12-b3-d2,12,3,3,2,1,33,0,160,160,160,464.833,748.833,50
cam12-b3-d2,12,3,3,2,2,34,0,175,175,175,622.167,752.833,50
cam12-b3-d2,12,3,3,2,3,35,0,171,171,171,679.5,752.833,50
cam12-b3-d2,12,3,3,2,4,36,0,160,160,160,731.5,756.833,50
cam12-b3-d2,12,3,3,2,5,37,0,171,171,171,835.5,755.5,50
cam12-b3-d2,12,3,3,2,6,38,0,149,149,149,888.833,758.167,50
cam12-b3-d2,12,3,3,2,7,39,0,158,158,158,892.833,511.5,50
cam12-b3-d2,12,3,3,2,8,40,0,168,168,168,842.167,508.833,50
cam12-b3-d2,12,3,3,2,9,41,0,183,183,183,735.5,507.5,50
cam12-b3-d2,12,3,3,2,10,42,0,173,173,173,680.833,506.167,50
cam12-b3-d2,12,3,3,2,11,43,0,177,177,177,626.167,508.833,50
cam12-b3-d2,12,3,3,2,12,44,0,159,159,159,467.5,503.5,50
cam12-b3-d2,12,3,3,2,13,45,0,164,164,164,894.167,632.833,50
cam12-b3-d2,12,3,3,2,14,46,0,181,181,181,842.167,632.833,50
cam12-b3-d2,12,3,3,2,15,47,0,174,174,174,736.833,631.5,50
cam12-b3-d2,12,3,3,2,16,48,0,180,180,180,683.5,632.833,50
cam12-b3-d2,12,3,4,2,1,49,0,178,178,178,1354.167,516.833,50
cam12-b3-d2,12,3,4,2,2,50,0,192,192,192,1202.167,508.833,50
cam12-b3-d2,12,3,4,2,3,51,0,183,183,183,1150.167,508.833,50
cam12-b3-d2,12,3,4,2,4,52,0,190,190,190,1091.5,511.5,50
cam12-b3-d2,12,3,4,2,5,53,0,183,183,183,984.833,508.833,50
cam12-b3-d2,12,3,4,2,6,54,0,163,163,163,932.833,508.833,50
cam12-b3-d2,12,3,4,2,7,55,0,154,154,154,930.167,758.167,50
cam12-b3-d2,12,3,4,2,8,56,0,153,153,153,979.5,763.5,50
cam12-b3-d2,12,3,4,2,9,57,0,159,159,159,1088.833,766.167,50
cam12-b3-d2,12,3,4,2,10,58,0,156,156,156,1154.167,768.833,50
cam12-b3-d2,12,3,4,2,11,59,0,174,174,174,1204.833,767.5,50
cam12-b3-d2,12,3,4,2,12,60,0,173,173,173,1358.167,764.833,50
cam12-b3-d2,12,3,4,2,13,61,0,177,177,177,931.5,638.167,50
cam12-b3-d2,12,3,4,2,14,62,0,185,185,185,984.833,636.833,50
cam12-b3-d2,12,3,4,2,15,63,0,196,196,196,1092.833,640.833,50
cam12-b3-d2,12,3,4,2,16,64,0,189,189,189,1148.833,640.833,50
cam13-b2-d2,13,2,1,2,1,1,0,182,182,182,474,485,50
cam13-b2-d2,13,2,1,2,2,2,0,176,176,176,625.833,488.833,50
cam13-b2-d2,13,2,1,2,3,3,0,192,192,192,681.167,488.833,50
cam13-b2-d2,13,2,1,2,4,4,0,201,201,201,733.833,490.167,50
cam13-b2-d2,13,2,1,2,5,5,0,157,157,157,840.5,492.833,50
cam13-b2-d2,13,2,1,2,6,6,0,153,153,153,894.5,492.167,50
cam13-b2-d2,13,2,1,2,7,7,0,169,169,169,893.833,243.5,50
cam13-b2-d2,13,2,1,2,8,8,0,201,201,201,840.5,243.5,50
cam13-b2-d2,13,2,1,2,9,9,0,205,205,205,735.833,244.167,50
cam13-b2-d2,13,2,1,2,10,10,0,191,191,191,675.833,243.5,50
cam13-b2-d2,13,2,1,2,11,11,0,196,196,196,629.167,244.167,50
cam13-b2-d2,13,2,1,2,12,12,0,179,179,179,480.5,245.5,50
cam13-b2-d2,13,2,1,2,13,13,0,146,146,146,896.5,368.833,50
cam13-b2-d2,13,2,1,2,14,14,0,197,197,197,842.5,366.167,50
cam13-b2-d2,13,2,1,2,15,15,0,204,204,204,735.167,368.833,50
cam13-b2-d2,13,2,1,2,16,16,0,199,199,199,681.167,368.833,50
cam13-b2-d2,13,2,2,2,1,17,0,188,188,188,1343.167,251.5,50
cam13-b2-d2,13,2,2,2,2,18,0,187,187,187,1190.5,250.833,50
cam13-b2-d2,13,2,2,2,3,19,0,189,189,189,1130.5,247.5,50
cam13-b2-d2,13,2,2,2,4,20,0,206,206,206,1081.833,245.5,50
cam13-b2-d2,13,2,2,2,5,21,0,186,186,186,974.5,246.167,50
cam13-b2-d2,13,2,2,2,6,22,0,182,182,182,926.5,247.5,50
cam13-b2-d2,13,2,2,2,7,23,0,173,173,173,924.5,492.167,50
cam13-b2-d2,13,2,2,2,8,24,0,188,188,188,977.167,492.167,50
cam13-b2-d2,13,2,2,2,9,25,0,182,182,182,1078.5,490.833,50
cam13-b2-d2,13,2,2,2,10,26,0,188,188,188,1139.167,491.5,50
cam13-b2-d2,13,2,2,2,11,27,0,207,207,207,1185.167,490.833,50
cam13-b2-d2,13,2,2,2,12,28,0,200,200,200,1343.167,490.167,50
cam13-b2-d2,13,2,2,2,13,29,0,189,189,189,918.5,367.5,50
cam13-b2-d2,13,2,2,2,14,30,0,201,201,201,971.833,367.5,50
cam13-b2-d2,13,2,2,2,15,31,0,210,210,210,1080.5,366.167,50
cam13-b2-d2,13,2,2,2,16,32,0,208,208,208,1133.167,362.833,50
cam13-b2-d2,13,2,3,2,1,33,0,182,182,182,477.167,512.833,50
cam13-b2-d2,13,2,3,2,2,34,0,186,186,186,625.833,516.833,50
cam13-b2-d2,13,2,3,2,3,35,0,194,194,194,682.5,515.5,50
cam13-b2-d2,13,2,3,2,4,36,0,198,198,198,733.833,516.167,50
cam13-b2-d2,13,2,3,2,5,37,0,202,202,202,839.833,514.167,50
cam13-b2-d2,13,2,3,2,6,38,0,178,178,178,890.5,513.5,50
cam13-b2-d2,13,2,3,2,7,39,0,149,149,149,891.167,757.5,50
cam13-b2-d2,13,2,3,2,8,40,0,196,196,196,840.5,756.167,50
cam13-b2-d2,13,2,3,2,9,41,0,174,174,174,734.5,753.5,50
cam13-b2-d2,13,2,3,2,10,42,0,180,180,180,679.833,754.833,50
cam13-b2-d2,13,2,3,2,11,43,0,198,198,198,628.5,753.5,50
cam13-b2-d2,13,2,3,2,12,44,0,172,172,172,469.833,756.833,50
cam13-b2-d2,13,2,3,2,13,45,0,143,143,143,895.833,636.167,50
cam13-b2-d2,13,2,3,2,14,46,0,198,198,198,841.167,636.833,50
cam13-b2-d2,13,2,3,2,15,47,0,199,199,199,735.833,630.833,50
cam13-b2-d2,13,2,3,2,16,48,0,193,193,193,682.5,629.5,50
cam13-b2-d2,13,2,4,2,1,49,0,184,184,184,1335.167,758.167,50
cam13-b2-d2,13,2,4,2,2,50,0,183,183,183,1189.833,758.833,50
cam13-b2-d2,13,2,4,2,3,51,0,187,187,187,1145.833,758.167,50
cam13-b2-d2,13,2,4,2,4,52,0,181,181,181,1082.5,759.5,50
cam13-b2-d2,13,2,4,2,5,53,0,187,187,187,975.833,756.833,50
cam13-b2-d2,13,2,4,2,6,54,0,192,192,192,926.5,756.833,50
cam13-b2-d2,13,2,4,2,7,55,0,186,186,186,926.5,517.5,50
cam13-b2-d2,13,2,4,2,8,56,0,200,200,200,976.5,514.167,50
cam13-b2-d2,13,2,4,2,9,57,0,199,199,199,1085.167,516.833,50
cam13-b2-d2,13,2,4,2,10,58,0,182,182,182,1136.5,518.833,50
cam13-b2-d2,13,2,4,2,11,59,0,183,183,183,1190.5,518.833,50
cam13-b2-d2,13,2,4,2,12,60,0,180,180,180,1343.833,518.833,50
cam13-b2-d2,13,2,4,2,13,61,0,187,187,187,921.167,636.167,50
cam13-b2-d2,13,2,4,2,14,62,0,203,203,203,975.167,640.167,50
cam13-b2-d2,13,2,4,2,15,63,0,207,207,207,1085.833,642.167,50
cam13-b2-d2,13,2,4,2,16,64,0,201,201,201,1139.833,641.5,50
cam13-b3-d2,13,3,1,2,1,1,0,183,183,183,472,259,50
cam13-b3-d2,13,3,1,2,2,2,0,191,191,191,629.5,256.5,50
cam13-b3-d2,13,3,1,2,3,3,0,178,178,178,679.5,256.5,50
cam13-b3-d2,13,3,1,2,4,4,0,190,190,190,733.5,254.5,50
cam13-b3-d2,13,3,1,2,5,5,0,184,184,184,840.5,258.5,50
cam13-b3-d2,13,3,1,2,6,6,0,182,182,182,893.5,257.5,50
cam13-b3-d2,13,3,1,2,7,7,0,155,155,155,898.5,507.5,50
cam13-b3-d2,13,3,1,2,8,8,0,179,179,179,845.5,508.5,50
cam13-b3-d2,13,3,1,2,9,9,0,164,164,164,737.5,510.5,50
cam13-b3-d2,13,3,1,2,10,10,0,175,175,175,680.5,510.5,50
cam13-b3-d2,13,3,1,2,11,11,0,183,183,183,622.5,507.5,50
cam13-b3-d2,13,3,1,2,12,12,0,171,171,171,470.5,502.5,50
cam13-b3-d2,13,3,1,2,13,13,0,166,166,166,900.5,383.5,50
cam13-b3-d2,13,3,1,2,14,14,0,191,191,191,845.5,382.5,50
cam13-b3-d2,13,3,1,2,15,15,0,191,191,191,736.5,386.5,50
cam13-b3-d2,13,3,1,2,16,16,0,199,199,199,679.5,384.5,50
cam13-b3-d2,13,3,2,2,1,17,0,200,200,200,1267.5,378.5,50
cam13-b3-d2,13,3,2,2,2,18,0,194,194,194,1214.5,378.5,50
cam13-b3-d2,13,3,2,2,3,19,0,217,217,217,1151.5,398.5,50
cam13-b3-d2,13,3,2,2,4,20,0,219,219,219,1151.5,436.5,50
cam13-b3-d2,13,3,2,2,5,21,0,215,215,215,1177.5,451.5,50
cam13-b3-d2,13,3,2,2,6,22,0,199,199,199,1239.5,442.5,50
cam13-b3-d2,13,3,2,2,7,23,0,216,216,216,1206.5,424.5,50
cam13-b3-d2,13,3,2,2,8,24,0,218,218,218,1172.5,381.5,50
cam13-b3-d2,13,3,2,2,9,25,0,217,217,217,1153.5,353.5,50
cam13-b3-d2,13,3,2,2,10,26,0,217,217,217,1125.5,365.5,50
cam13-b3-d2,13,3,2,2,11,27,0,217,217,217,1092.5,401.5,50
cam13-b3-d2,13,3,2,2,12,28,0,216,216,216,1124.5,437.5,50
cam13-b3-d2,13,3,2,2,13,29,0,215,215,215,1059.5,445.5,50
cam13-b3-d2,13,3,2,2,14,30,0,216,216,216,1047.5,403.5,50
cam13-b3-d2,13,3,2,2,15,31,0,216,216,216,1079.5,331.5,50
cam13-b3-d2,13,3,2,2,16,32,0,214,214,214,1139.5,301.5,50
cam13-b3-d2,13,3,3,2,1,33,0,185,185,185,468.5,786.5,50
cam13-b3-d2,13,3,3,2,2,34,0,176,176,176,619.5,797.5,50
cam13-b3-d2,13,3,3,2,3,35,0,170,170,170,671.5,799.5,50
cam13-b3-d2,13,3,3,2,4,36,0,154,154,154,730.5,799.5,50
cam13-b3-d2,13,3,3,2,5,37,0,171,171,171,836.5,797.5,50
cam13-b3-d2,13,3,3,2,6,38,0,164,164,164,886.5,796.5,50
cam13-b3-d2,13,3,3,2,7,39,0,179,179,179,894.5,548.5,50
cam13-b3-d2,13,3,3,2,8,40,0,180,180,180,846.5,547.5,50
cam13-b3-d2,13,3,3,2,9,41,0,179,179,179,737.5,540.5,50
cam13-b3-d2,13,3,3,2,10,42,0,182,182,182,675.5,539.5,50
cam13-b3-d2,13,3,3,2,11,43,0,187,187,187,623.5,541.5,50
cam13-b3-d2,13,3,3,2,12,44,0,184,184,184,475.5,541.5,50
cam13-b3-d2,13,3,3,2,13,45,0,166,166,166,896.5,675.5,50
cam13-b3-d2,13,3,3,2,14,46,0,187,187,187,843.5,671.5,50
cam13-b3-d2,13,3,3,2,15,47,0,197,197,197,732.5,663.5,50
cam13-b3-d2,13,3,3,2,16,48,0,199,199,199,677.5,662.5,50
cam13-b3-d2,13,3,4,2,1,49,0,177,177,177,1355.5,559.5,50
cam13-b3-d2,13,3,4,2,2,50,0,194,194,194,1206.5,553.5,50
cam13-b3-d2,13,3,4,2,3,51,0,177,177,177,1148.5,550.5,50
cam13-b3-d2,13,3,4,2,4,52,0,191,191,191,1094.5,545.5,50
cam13-b3-d2,13,3,4,2,5,53,0,186,186,186,989.5,544.5,50
cam13-b3-d2,13,3,4,2,6,54,0,181,181,181,939.5,546.5,50
cam13-b3-d2,13,3,4,2,7,55,0,151,151,151,928.5,792.5,50
cam13-b3-d2,13,3,4,2,8,56,0,174,174,174,982.5,795.5,50
cam13-b3-d2,13,3,4,2,9,57,0,149,149,149,1085.5,802.5,50
cam13-b3-d2,13,3,4,2,10,58,0,174,174,174,1145.5,804.5,50
cam13-b3-d2,13,3,4,2,11,59,0,181,181,181,1194.5,801.5,50
cam13-b3-d2,13,3,4,2,12,60,0,193,193,193,1351.5,801.5,50
cam13-b3-d2,13,3,4,2,13,61,0,180,180,180,931.5,667.5,50
cam13-b3-d2,13,3,4,2,14,62,0,203,203,203,986.5,671.5,50
cam13-b3-d2,13,3,4,2,15,63,0,201,201,201,1090.5,677.5,50
cam13-b3-d2,13,3,4,2,16,64,0,206,206,206,1146.5,679.5,50
cam14-b1-d2,14,1,1,2,1,1,0,178,178,178,412,184,25
cam14-b1-d2,14,1,1,2,2,2,0,166,166,166,578.167,175.5,25
cam14-b1-d2,14,1,1,2,3,3,0,157,157,157,638.167,174.167,25
cam14-b1-d2,14,1,1,2,4,4,0,159,159,159,700.833,171.5,25
cam14-b1-d2,14,1,1,2,5,5,0,154,154,154,816.833,172.833,25
cam14-b1-d2,14,1,1,2,6,6,0,152,152,152,878.167,175.5,25
cam14-b1-d2,14,1,1,2,7,7,0,143,143,143,883.5,450.167,25
cam14-b1-d2,14,1,1,2,8,8,0,164,164,164,823.5,454.167,25
cam14-b1-d2,14,1,1,2,9,9,0,148,148,148,706.167,460.833,25
cam14-b1-d2,14,1,1,2,10,10,0,163,163,163,642.167,460.833,25
cam14-b1-d2,14,1,1,2,11,11,0,161,161,161,583.5,458.167,25
cam14-b1-d2,14,1,1,2,12,12,0,156,156,156,412.833,458.167,25
cam14-b1-d2,14,1,1,2,13,13,0,159,159,159,882.167,316.833,25
cam14-b1-d2,14,1,1,2,14,14,0,185,185,185,823.5,315.5,25
cam14-b1-d2,14,1,1,2,15,15,0,178,178,178,702.167,319.5,25
cam14-b1-d2,14,1,1,2,16,16,0,178,178,178,642.167,320.833,25
cam14-b1-d2,14,1,2,2,1,17,0,171,171,171,1376.833,447.5,25
cam14-b1-d2,14,1,2,2,2,18,0,176,176,176,1215.5,448.833,25
cam14-b1-d2,14,1,2,2,3,19,0,169,169,169,1160.833,451.5,25
cam14-b1-d2,14,1,2,2,4,20,0,169,169,169,1096.833,451.5,25
cam14-b1-d2,14,1,2,2,5,21,0,169,169,169,978.167,452.833,25
cam14-b1-d2,14,1,2,2,6,22,0,149,149,149,920.833,452.833,25
cam14-b1-d2,14,1,2,2,7,23,0,189,189,189,918.167,182.167,25
cam14-b1-d2,14,1,2,2,8,24,0,179,179,179,975.5,178.167,25
cam14-b1-d2,14,1,2,2,9,25,0,170,170,170,1091.5,174.167,25
cam14-b1-d2,14,1,2,2,10,26,0,174,174,174,1155.5,175.5,25
cam14-b1-d2,14,1,2,2,11,27,0,173,173,173,1212.833,178.167,25
cam14-b1-d2,14,1,2,2,12,28,0,179,179,179,1387.5,180.833,25
cam14-b1-d2,14,1,2,2,13,29,0,166,166,166,916.833,314.167,25
cam14-b1-d2,14,1,2,2,14,30,0,178,178,178,976.833,315.5,25
cam14-b1-d2,14,1,2,2,15,31,0,178,178,178,1094.167,308.833,25
cam14-b1-d2,14,1,2,2,16,32,0,192,192,192,1152.833,308.833,25
cam14-b1-d2,14,1,3,2,1,33,0,157,157,157,411.5,771.5,25
cam14-b1-d2,14,1,3,2,2,34,0,172,172,172,579.5,772.833,25
cam14-b1-d2,14,1,3,2,3,35,0,174,174,174,635.5,771.5,25
cam14-b1-d2,14,1,3,2,4,36,0,172,172,172,698.167,768.833,25
cam14-b1-d2,14,1,3,2,5,37,0,171,171,171,814.167,764.833,25
cam14-b1-d2,14,1,3,2,6,38,0,163,163,163,871.5,762.167,25
cam14-b1-d2,14,1,3,2,7,39,0,173,173,173,871.5,496.833,25
cam14-b1-d2,14,1,3,2,8,40,0,176,176,176,814.167,495.5,25
cam14-b1-d2,14,1,3,2,9,41,0,161,161,161,696.833,492.833,25
cam14-b1-d2,14,1,3,2,10,42,0,178,178,178,636.833,492.833,25
cam14-b1-d2,14,1,3,2,11,43,0,175,175,175,578.167,495.5,25
cam14-b1-d2,14,1,3,2,12,44,0,183,183,183,406.167,500.833,25
cam14-b1-d2,14,1,3,2,13,45,0,184,184,184,874.167,628.833,25
cam14-b1-d2,14,1,3,2,14,46,0,169,169,169,816.833,630.167,25
cam14-b1-d2,14,1,3,2,15,47,0,195,195,195,695.5,628.833,25
cam14-b1-d2,14,1,3,2,16,48,0,199,199,199,634.167,627.5,25
cam14-b1-d2,14,1,4,2,1,49,0,180,180,180,1374.167,494.167,25
cam14-b1-d2,14,1,4,2,2,50,0,184,184,184,1210.167,498.167,25
cam14-b1-d2,14,1,4,2,3,51,0,175,175,175,1143.5,496.833,25
cam14-b1-d2,14,1,4,2,4,52,0,191,191,191,1098.167,496.833,25
cam14-b1-d2,14,1,4,2,5,53,0,185,185,185,974.167,499.5,25
cam14-b1-d2,14,1,4,2,6,54,0,174,174,174,918.167,495.5,25
cam14-b1-d2,14,1,4,2,7,55,0,145,145,145,915.5,766.167,25
cam14-b1-d2,14,1,4,2,8,56,0,157,157,157,972.833,767.5,25
cam14-b1-d2,14,1,4,2,9,57,0,161,161,161,1086.167,766.167,25
cam14-b1-d2,14,1,4,2,10,58,0,174,174,174,1152.833,764.833,25
cam14-b1-d2,14,1,4,2,11,59,0,175,175,175,1204.833,762.167,25
cam14-b1-d2,14,1,4,2,12,60,0,167,167,167,1374.167,760.833,25
cam14-b1-d2,14,1,4,2,13,61,0,192,192,192,914.167,628.833,25
cam14-b1-d2,14,1,4,2,14,62,0,193,193,193,971.5,627.5,25
cam14-b1-d2,14,1,4,2,15,63,0,195,195,195,1088.833,628.833,25
cam14-b1-d2,14,1,4,2,16,64,0,206,206,206,1147.5,630.167,25
cam14-b2-d2,14,2,1,2,1,1,0,190,190,190,605,189,25
cam14-b2-d2,14,2,1,2,2,2,0,189,189,189,567.5,216.833,25
cam14-b2-d2,14,2,1,2,3,3,0,192,192,192,666.167,251.5,25
cam14-b2-d2,14,2,1,2,4,4,0,192,192,192,799.5,234.167,25
cam14-b2-d2,14,2,1,2,5,5,0,193,193,193,712.833,288.833,25
cam14-b2-d2,14,2,1,2,6,6,0,194,194,194,596.833,331.5,25
cam14-b2-d2,14,2,1,2,7,7,0,194,194,194,586.167,303.5,25
cam14-b2-d2,14,2,1,2,8,8,0,194,194,194,612.833,307.5,25
cam14-b2-d2,14,2,1,2,9,9,0,194,194,194,630.167,326.167,25
cam14-b2-d2,14,2,1,2,10,10,0,194,194,194,640.833,314.167,25
cam14-b2-d2,14,2,1,2,11,11,0,194,194,194,623.5,292.833,25
cam14-b2-d2,14,2,1,2,12,12,0,194,194,194,596.833,276.833,25
cam14-b2-d2,14,2,1,2,13,13,0,193,193,193,610.167,256.833,25
cam14-b2-d2,14,2,1,2,14,14,0,192,192,192,642.167,266.167,25
cam14-b2-d2,14,2,1,2,15,15,0,193,193,193,671.5,303.5,25
cam14-b2-d2,14,2,1,2,16,16,0,195,195,195,703.5,324.833,25
cam14-b2-d2,14,2,2,2,1,17,0,180,180,180,1374.167,426.167,25
cam14-b2-d2,14,2,2,2,2,18,0,184,184,184,1204.833,427.5,25
cam14-b2-d2,14,2,2,2,3,19,0,181,181,181,1149.5,425.5,25
cam14-b2-d2,14,2,2,2,4,20,0,196,196,196,1089.5,424.5,25
cam14-b2-d2,14,2,2,2,5,21,0,182,182,182,974.5,423.5,25
cam14-b2-d2,14,2,2,2,6,22,0,173,173,173,915.5,422.5,25
cam14-b2-d2,14,2,2,2,7,23,0,175,175,175,918.5,151.5,25
cam14-b2-d2,14,2,2,2,8,24,0,175,175,175,970.5,151.5,25
cam14-b2-d2,14,2,2,2,9,25,0,184,184,184,1092.5,155.5,25
cam14-b2-d2,14,2,2,2,10,26,0,176,176,176,1149.5,156.5,25
cam14-b2-d2,14,2,2,2,11,27,0,175,175,175,1207.5,159.5,25
cam14-b2-d2,14,2,2,2,12,28,0,167,167,167,1372.5,158.5,25
cam14-b2-d2,14,2,2,2,13,29,0,157,157,157,911.5,287.5,25
cam14-b2-d2,14,2,2,2,14,30,0,186,186,186,968.5,288.5,25
cam14-b2-d2,14,2,2,2,15,31,0,194,194,194,1092.5,292.5,25
cam14-b2-d2,14,2,2,2,16,32,0,189,189,189,1148.5,291.5,25
cam14-b2-d2,14,2,3,2,1,33,0,179,179,179,419.5,724.5,25
cam14-b2-d2,14,2,3,2,2,34,0,168,168,168,586.5,733.5,25
cam14-b2-d2,14,2,3,2,3,35,0,172,172,172,640.5,732.5,25
