group,cam,batch,tank,day,point,point_order,area,mean,min,max,x,y,frame_rate
cam1-b1-d1,1,1,1,1,1,1,0,149,149,149,505,528,50
cam1-b1-d1,1,1,1,1,2,2,0,173,173,173,663.5,530.167,50
cam1-b1-d1,1,1,1,1,3,3,0,155,155,155,728.833,532.833,50
cam1-b1-d1,1,1,1,1,4,4,0,165,165,165,771.5,531.5,50
cam1-b1-d1,1,1,1,1,5,5,0,157,157,157,878.167,534.167,50
cam1-b1-d1,1,1,1,1,6,6,0,151,151,151,928.833,531.5,50
cam1-b1-d1,1,1,1,1,7,7,0,166,166,166,931.5,283.5,50
cam1-b1-d1,1,1,1,1,8,8,0,171,171,171,878.167,282.167,50
cam1-b1-d1,1,1,1,1,9,9,0,184,184,184,772.833,282.167,50
cam1-b1-d1,1,1,1,1,10,10,0,172,172,172,718.167,279.5,50
cam1-b1-d1,1,1,1,1,11,11,0,172,172,172,663.5,279.5,50
cam1-b1-d1,1,1,1,1,12,12,0,172,172,172,506.167,279.5,50
cam1-b1-d1,1,1,1,1,13,13,0,165,165,165,934.167,407.5,50
cam1-b1-d1,1,1,1,1,14,14,0,183,183,183,882.167,407.5,50
cam1-b1-d1,1,1,1,1,15,15,0,172,172,172,772.833,406.167,50
cam1-b1-d1,1,1,1,1,16,16,0,176,176,176,718.167,406.167,50
cam1-b1-d1,1,1,2,1,1,17,0,170,170,170,1392.833,276.833,50
cam1-b1-d1,1,1,2,1,2,18,0,176,176,176,1238.167,275.5,50
cam1-b1-d1,1,1,2,1,3,19,0,165,165,165,1182.167,278.167,50
cam1-b1-d1,1,1,2,1,4,20,0,177,177,177,1124.833,278.167,50
cam1-b1-d1,1,1,2,1,5,21,0,173,173,173,1018.167,278.167,50
cam1-b1-d1,1,1,2,1,6,22,0,166,166,166,970.167,280.833,50
cam1-b1-d1,1,1,2,1,7,23,0,156,156,156,971.5,528.833,50
cam1-b1-d1,1,1,2,1,8,24,0,168,168,168,1026.167,530.167,50
cam1-b1-d1,1,1,2,1,9,25,0,155,155,155,1128.833,531.5,50
cam1-b1-d1,1,1,2,1,10,26,0,170,170,170,1188.833,530.167,50
cam1-b1-d1,1,1,2,1,11,27,0,173,173,173,1235.5,530.167,50
cam1-b1-d1,1,1,2,1,12,28,0,175,175,175,1392.833,522.167,50
cam1-b1-d1,1,1,2,1,13,29,0,171,171,171,968.833,402.167,50
cam1-b1-d1,1,1,2,1,14,30,0,182,182,182,1019.5,403.5,50
cam1-b1-d1,1,1,2,1,15,31,0,180,180,180,1128.833,406.167,50
cam1-b1-d1,1,1,2,1,16,32,0,181,181,181,1184.833,407.5,50
cam1-b1-d1,1,1,3,1,1,33,0,177,177,177,518.167,563.5,50
cam1-b1-d1,1,1,3,1,2,34,0,184,184,184,674.167,564.833,50
cam1-b1-d1,1,1,3,1,3,35,0,174,174,174,727.5,564.833,50
cam1-b1-d1,1,1,3,1,4,36,0,183,183,183,782.167,566.167,50
cam1-b1-d1,1,1,3,1,5,37,0,175,175,175,888.833,566.167,50
cam1-b1-d1,1,1,3,1,6,38,0,167,167,167,942.167,566.167,50
cam1-b1-d1,1,1,3,1,7,39,0,152,152,152,940.833,812.833,50
cam1-b1-d1,1,1,3,1,8,40,0,172,172,172,890.167,810.167,50
cam1-b1-d1,1,1,3,1,9,41,0,172,172,172,780.833,811.5,50
cam1-b1-d1,1,1,3,1,10,42,0,176,176,176,726.167,811.5,50
cam1-b1-d1,1,1,3,1,11,43,0,177,177,177,671.5,811.5,50
cam1-b1-d1,1,1,3,1,12,44,0,163,163,163,516.833,814.167,50
cam1-b1-d1,1,1,3,1,13,45,0,173,173,173,942.167,690.167,50
cam1-b1-d1,1,1,3,1,14,46,0,182,182,182,890.167,691.5,50
cam1-b1-d1,1,1,3,1,15,47,0,182,182,182,782.167,686.167,50
cam1-b1-d1,1,1,3,1,16,48,0,185,185,185,727.5,686.167,50
cam1-b1-d1,1,1,4,1,1,49,0,157,157,157,1398.167,807.5,50
cam1-b1-d1,1,1,4,1,2,50,0,174,174,174,1240.833,804.833,50
cam1-b1-d1,1,1,4,1,3,51,0,169,169,169,1184.833,804.833,50
cam1-b1-d1,1,1,4,1,4,52,0,168,168,168,1131.5,807.5,50
cam1-b1-d1,1,1,4,1,5,53,0,174,174,174,1028.833,808.833,50
cam1-b1-d1,1,1,4,1,6,54,0,165,165,165,975.5,810.167,50
cam1-b1-d1,1,1,4,1,7,55,0,163,163,163,975.5,563.5,50
cam1-b1-d1,1,1,4,1,8,56,0,167,167,167,1024.833,563.5,50
cam1-b1-d1,1,1,4,1,9,57,0,181,181,181,1130.167,564.833,50
cam1-b1-d1,1,1,4,1,10,58,0,164,164,164,1183.5,564.833,50
cam1-b1-d1,1,1,4,1,11,59,0,177,177,177,1238.167,566.167,50
cam1-b1-d1,1,1,4,1,12,60,0,173,173,173,1391.5,562.167,50
cam1-b1-d1,1,1,4,1,13,61,0,175,175,175,971.5,686.167,50
cam1-b1-d1,1,1,4,1,14,62,0,181,181,181,1020.833,686.167,50
cam1-b1-d1,1,1,4,1,15,63,0,182,182,182,1130.167,686.167,50
cam1-b1-d1,1,1,4,1,16,64,0,173,173,173,1183.5,686.167,50
cam1-b2-d1,1,2,1,1,1,1,0,167,167,167,518,493,50
cam1-b2-d1,1,2,1,1,2,2,0,184,184,184,671.5,494.167,50
cam1-b2-d1,1,2,1,1,3,3,0,175,175,175,726.167,495.5,50
cam1-b2-d1,1,2,1,1,4,4,0,181,181,181,783.5,494.167,50
cam1-b2-d1,1,2,1,1,5,5,0,174,174,174,895.5,492.833,50
cam1-b2-d1,1,2,1,1,6,6,0,167,167,167,942.167,487.5,50
cam1-b2-d1,1,2,1,1,7,7,0,173,173,173,939.5,239.5,50
cam1-b2-d1,1,2,1,1,8,8,0,180,180,180,887.5,236.833,50
cam1-b2-d1,1,2,1,1,9,9,0,181,181,181,780.833,238.167,50
cam1-b2-d1,1,2,1,1,10,10,0,190,190,190,720.833,236.833,50
cam1-b2-d1,1,2,1,1,11,11,0,187,187,187,668.833,236.833,50
cam1-b2-d1,1,2,1,1,12,12,0,173,173,173,514.167,247.5,50
cam1-b2-d1,1,2,1,1,13,13,0,172,172,172,944.833,366.167,50
cam1-b2-d1,1,2,1,1,14,14,0,187,187,187,891.5,367.5,50
cam1-b2-d1,1,2,1,1,15,15,0,190,190,190,780.833,362.167,50
cam1-b2-d1,1,2,1,1,16,16,0,193,193,193,726.167,362.167,50
cam1-b2-d1,1,2,2,1,1,17,0,187,187,187,1403.5,250.167,50
cam1-b2-d1,1,2,2,1,2,18,0,177,177,177,1247.5,251.5,50
cam1-b2-d1,1,2,2,1,3,19,0,170,170,170,1195.5,250.167,50
cam1-b2-d1,1,2,2,1,4,20,0,191,191,191,1139.5,247.5,50
cam1-b2-d1,1,2,2,1,5,21,0,176,176,176,1031.5,248.833,50
cam1-b2-d1,1,2,2,1,6,22,0,182,182,182,979.5,247.5,50
cam1-b2-d1,1,2,2,1,7,23,0,155,155,155,980.833,496.833,50
cam1-b2-d1,1,2,2,1,8,24,0,172,172,172,1034.167,498.167,50
cam1-b2-d1,1,2,2,1,9,25,0,164,164,164,1140.833,499.5,50
cam1-b2-d1,1,2,2,1,10,26,0,171,171,171,1196.833,503.5,50
cam1-b2-d1,1,2,2,1,11,27,0,180,180,180,1250.167,499.5,50
cam1-b2-d1,1,2,2,1,12,28,0,171,171,171,1408.833,492.833,50
cam1-b2-d1,1,2,2,1,13,29,0,186,186,186,980.833,374.167,50
cam1-b2-d1,1,2,2,1,14,30,0,182,182,182,1031.5,374.167,50
cam1-b2-d1,1,2,2,1,15,31,0,188,188,188,1144.833,379.5,50
cam1-b2-d1,1,2,2,1,16,32,0,187,187,187,1195.5,378.167,50
cam1-b2-d1,1,2,3,1,1,33,0,175,175,175,514.167,540.833,50
cam1-b2-d1,1,2,3,1,2,34,0,183,183,183,672.833,540.833,50
cam1-b2-d1,1,2,3,1,3,35,0,187,187,187,732.833,536.833,50
cam1-b2-d1,1,2,3,1,4,36,0,194,194,194,783.5,540.833,50
cam1-b2-d1,1,2,3,1,5,37,0,181,181,181,891.5,538.167,50
cam1-b2-d1,1,2,3,1,6,38,0,186,186,186,940.833,543.5,50
cam1-b2-d1,1,2,3,1,7,39,0,157,157,157,947.5,786.167,50
cam1-b2-d1,1,2,3,1,8,40,0,153,153,153,896.833,794.167,50
cam1-b2-d1,1,2,3,1,9,41,0,164,164,164,787.5,794.167,50
cam1-b2-d1,1,2,3,1,10,42,0,188,188,188,732.833,794.167,50
cam1-b2-d1,1,2,3,1,11,43,0,186,186,186,674.167,792.833,50
cam1-b2-d1,1,2,3,1,12,44,0,141,141,141,515.5,792.833,50
cam1-b2-d1,1,2,3,1,13,45,0,170,170,170,947.5,664.833,50
cam1-b2-d1,1,2,3,1,14,46,0,193,193,193,896.833,663.5,50
cam1-b2-d1,1,2,3,1,15,47,0,189,189,189,783.5,668.833,50
cam1-b2-d1,1,2,3,1,16,48,0,198,198,198,730.167,670.167,50
cam1-b2-d1,1,2,4,1,1,49,0,178,178,178,1406.167,780.833,50
cam1-b2-d1,1,2,4,1,2,50,0,176,176,176,1250.167,784.833,50
cam1-b2-d1,1,2,4,1,3,51,0,182,182,182,1198.167,788.833,50
cam1-b2-d1,1,2,4,1,4,52,0,169,169,169,1143.5,788.833,50
cam1-b2-d1,1,2,4,1,5,53,0,176,176,176,1039.5,787.5,50
cam1-b2-d1,1,2,4,1,6,54,0,165,165,165,984.833,787.5,50
cam1-b2-d1,1,2,4,1,7,55,0,177,177,177,980.833,542.167,50
cam1-b2-d1,1,2,4,1,8,56,0,180,180,180,1028.833,538.167,50
cam1-b2-d1,1,2,4,1,9,57,0,184,184,184,1135.5,536.833,50
cam1-b2-d1,1,2,4,1,10,58,0,183,183,183,1188.833,534.167,50
cam1-b2-d1,1,2,4,1,11,59,0,183,183,183,1247.5,538.167,50
cam1-b2-d1,1,2,4,1,12,60,0,180,180,180,1404.833,535.5,50
cam1-b2-d1,1,2,4,1,13,61,0,175,175,175,980.833,663.5,50
cam1-b2-d1,1,2,4,1,14,62,0,176,176,176,1032.833,664.833,50
cam1-b2-d1,1,2,4,1,15,63,0,186,186,186,1142.167,656.833,50
cam1-b2-d1,1,2,4,1,16,64,0,187,187,187,1194.167,656.833,50
cam1-b3-d1,1,3,1,1,1,1,0,165,165,165,508,492,50
cam1-b3-d1,1,3,1,1,2,2,0,171,171,171,662.5,493.5,50
cam1-b3-d1,1,3,1,1,3,3,0,166,166,166,718.5,493.5,50
cam1-b3-d1,1,3,1,1,4,4,0,168,168,168,771.5,493.5,50
cam1-b3-d1,1,3,1,1,5,5,0,176,176,176,883.5,493.5,50
cam1-b3-d1,1,3,1,1,6,6,0,177,177,177,929.5,490.5,50
cam1-b3-d1,1,3,1,1,7,7,0,189,189,189,930.5,242.5,50
cam1-b3-d1,1,3,1,1,8,8,0,198,198,198,878.5,241.5,50
cam1-b3-d1,1,3,1,1,9,9,0,199,199,199,772.5,239.5,50
cam1-b3-d1,1,3,1,1,10,10,0,199,199,199,715.5,240.5,50
cam1-b3-d1,1,3,1,1,11,11,0,197,197,197,658.5,243.5,50
cam1-b3-d1,1,3,1,1,12,12,0,184,184,184,502.5,243.5,50
cam1-b3-d1,1,3,1,1,13,13,0,169,169,169,935.5,366.5,50
cam1-b3-d1,1,3,1,1,14,14,0,183,183,183,881.5,367.5,50
cam1-b3-d1,1,3,1,1,15,15,0,201,201,201,769.5,365.5,50
cam1-b3-d1,1,3,1,1,16,16,0,195,195,195,718.5,367.5,50
cam1-b3-d1,1,3,2,1,1,17,0,170,170,170,1384.5,231.5,50
cam1-b3-d1,1,3,2,1,2,18,0,184,184,184,1233.5,232.5,50
cam1-b3-d1,1,3,2,1,3,19,0,171,171,171,1180.5,232.5,50
cam1-b3-d1,1,3,2,1,4,20,0,192,192,192,1126.5,232.5,50
cam1-b3-d1,1,3,2,1,5,21,0,169,169,169,1017.5,239.5,50
cam1-b3-d1,1,3,2,1,6,22,0,171,171,171,969.5,239.5,50
cam1-b3-d1,1,3,2,1,7,23,0,157,157,157,975.5,482.5,50
cam1-b3-d1,1,3,2,1,8,24,0,170,170,170,1026.5,483.5,50
cam1-b3-d1,1,3,2,1,9,25,0,181,181,181,1133.5,480.5,50
cam1-b3-d1,1,3,2,1,10,26,0,177,177,177,1188.5,479.5,50
cam1-b3-d1,1,3,2,1,11,27,0,168,168,168,1239.5,475.5,50
cam1-b3-d1,1,3,2,1,12,28,0,164,164,164,1393.5,470.5,50
cam1-b3-d1,1,3,2,1,13,29,0,181,181,181,968.5,360.5,50
cam1-b3-d1,1,3,2,1,14,30,0,182,182,182,1020.5,357.5,50
cam1-b3-d1,1,3,2,1,15,31,0,189,189,189,1132.5,357.5,50
cam1-b3-d1,1,3,2,1,16,32,0,186,186,186,1183.5,357.5,50
cam1-b3-d1,1,3,3,1,1,33,0,181,181,181,512.5,541.5,50
cam1-b3-d1,1,3,3,1,2,34,0,182,182,182,668.5,536.5,50
cam1-b3-d1,1,3,3,1,3,35,0,179,179,179,722.5,534.5,50
cam1-b3-d1,1,3,3,1,4,36,0,186,186,186,776.5,533.5,50
cam1-b3-d1,1,3,3,1,5,37,0,185,185,185,882.5,531.5,50
cam1-b3-d1,1,3,3,1,6,38,0,189,189,189,932.5,531.5,50
cam1-b3-d1,1,3,3,1,7,39,0,167,167,167,943.5,775.5,50
cam1-b3-d1,1,3,3,1,8,40,0,174,174,174,891.5,780.5,50
cam1-b3-d1,1,3,3,1,9,41,0,158,158,158,782.5,785.5,50
cam1-b3-d1,1,3,3,1,10,42,0,185,185,185,728.5,787.5,50
cam1-b3-d1,1,3,3,1,11,43,0,180,180,180,672.5,786.5,50
cam1-b3-d1,1,3,3,1,12,44,0,184,184,184,514.5,786.5,50
cam1-b3-d1,1,3,3,1,13,45,0,166,166,166,943.5,654.5,50
cam1-b3-d1,1,3,3,1,14,46,0,178,178,178,889.5,656.5,50
cam1-b3-d1,1,3,3,1,15,47,0,180,180,180,779.5,661.5,50
cam1-b3-d1,1,3,3,1,16,48,0,183,183,183,726.5,662.5,50
cam1-b3-d1,1,3,4,1,1,49,0,172,172,172,1400.5,762.5,50
cam1-b3-d1,1,3,4,1,2,50,0,182,182,182,1247.5,770.5,50
cam1-b3-d1,1,3,4,1,3,51,0,178,178,178,1197.5,772.5,50
cam1-b3-d1,1,3,4,1,4,52,0,168,168,168,1142.5,775.5,50
cam1-b3-d1,1,3,4,1,5,53,0,168,168,168,1033.5,775.5,50
cam1-b3-d1,1,3,4,1,6,54,0,156,156,156,986.5,779.5,50
cam1-b3-d1,1,3,4,1,7,55,0,175,175,175,975.5,533.5,50
cam1-b3-d1,1,3,4,1,8,56,0,184,184,184,1024.5,529.5,50
cam1-b3-d1,1,3,4,1,9,57,0,171,171,171,1135.5,523.5,50
cam1-b3-d1,1,3,4,1,10,58,0,171,171,171,1188.5,522.5,50
cam1-b3-d1,1,3,4,1,11,59,0,172,172,172,1240.5,523.5,50
cam1-b3-d1,1,3,4,1,12,60,0,173,173,173,1393.5,522.5,50
cam1-b3-d1,1,3,4,1,13,61,0,171,171,171,977.5,654.5,50
cam1-b3-d1,1,3,4,1,14,62,0,172,172,172,1028.5,653.5,50
cam1-b3-d1,1,3,4,1,15,63,0,188,188,188,1137.5,645.5,50
cam1-b3-d1,1,3,4,1,16,64,0,185,185,185,1191.5,644.5,50
cam3-b2-d1,3,2,1,1,1,1,0,201,201,201,845,313,50
cam3-b2-d1,3,2,1,1,2,2,0,201,201,201,750.167,314.167,50
cam3-b2-d1,3,2,1,1,3,3,0,200,200,200,663.5,315.5,50
cam3-b2-d1,3,2,1,1,4,4,0,188,188,188,624.833,342.167,50
cam3-b2-d1,3,2,1,1,5,5,0,201,201,201,674.167,355.5,50
cam3-b2-d1,3,2,1,1,6,6,0,202,202,202,722.167,355.5,50
cam3-b2-d1,3,2,1,1,7,7,0,201,201,201,776.833,358.167,50
cam3-b2-d1,3,2,1,1,8,8,0,201,201,201,854.167,368.833,50
cam3-b2-d1,3,2,1,1,9,9,0,200,200,200,844.833,406.167,50
cam3-b2-d1,3,2,1,1,10,10,0,201,201,201,762.167,407.5,50
cam3-b2-d1,3,2,1,1,11,11,0,200,200,200,696.833,407.5,50
cam3-b2-d1,3,2,1,1,12,12,0,194,194,194,630.167,399.5,50
cam3-b2-d1,3,2,1,1,13,13,0,201,201,201,652.833,448.833,50
cam3-b2-d1,3,2,1,1,14,14,0,200,200,200,687.5,442.167,50
cam3-b2-d1,3,2,1,1,15,15,0,200,200,200,782.167,452.833,50
cam3-b2-d1,3,2,1,1,16,16,0,199,199,199,823.5,450.167,50
cam3-b2-d1,3,2,2,1,1,17,0,177,177,177,1420.833,282.167,50
cam3-b2-d1,3,2,2,1,2,18,0,174,174,174,1259.5,282.167,50
cam3-b2-d1,3,2,2,1,3,19,0,172,172,172,1200.833,278.167,50
cam3-b2-d1,3,2,2,1,4,20,0,178,178,178,1147.5,278.167,50
cam3-b2-d1,3,2,2,1,5,21,0,171,171,171,1038.167,278.167,50
cam3-b2-d1,3,2,2,1,6,22,0,160,160,160,991.5,278.167,50
cam3-b2-d1,3,2,2,1,7,23,0,148,148,148,990.167,530.167,50
cam3-b2-d1,3,2,2,1,8,24,0,161,161,161,1042.167,531.5,50
cam3-b2-d1,3,2,2,1,9,25,0,174,174,174,1150.167,531.5,50
cam3-b2-d1,3,2,2,1,10,26,0,168,168,168,1210.167,532.833,50
cam3-b2-d1,3,2,2,1,11,27,0,169,169,169,1258.167,532.833,50
cam3-b2-d1,3,2,2,1,12,28,0,145,145,145,1422.167,531.5,50
cam3-b2-d1,3,2,2,1,13,29,0,168,168,168,984.833,403.5,50
cam3-b2-d1,3,2,2,1,14,30,0,183,183,183,1039.5,403.5,50
cam3-b2-d1,3,2,2,1,15,31,0,184,184,184,1151.5,407.5,50
cam3-b2-d1,3,2,2,1,16,32,0,187,187,187,1204.833,406.167,50
cam3-b2-d1,3,2,3,1,1,33,0,189,189,189,506.167,586.167,50
cam3-b2-d1,3,2,3,1,2,34,0,180,180,180,666.167,583.5,50
cam3-b2-d1,3,2,3,1,3,35,0,177,177,177,724.833,582.167,50
cam3-b2-d1,3,2,3,1,4,36,0,174,174,174,778.167,582.167,50
cam3-b2-d1,3,2,3,1,5,37,0,190,190,190,890.167,580.833,50
cam3-b2-d1,3,2,3,1,6,38,0,181,181,181,939.5,583.5,50
cam3-b2-d1,3,2,3,1,7,39,0,172,172,172,948.833,832.833,50
cam3-b2-d1,3,2,3,1,8,40,0,185,185,185,892.833,838.167,50
cam3-b2-d1,3,2,3,1,9,41,0,158,158,158,782.167,842.167,50
cam3-b2-d1,3,2,3,1,10,42,0,188,188,188,723.5,839.5,50
cam3-b2-d1,3,2,3,1,11,43,0,180,180,180,668.833,838.167,50
cam3-b2-d1,3,2,3,1,12,44,0,180,180,180,507.5,838.167,50
cam3-b2-d1,3,2,3,1,13,45,0,168,168,168,948.833,707.5,50
cam3-b2-d1,3,2,3,1,14,46,0,175,175,175,892.833,708.833,50
cam3-b2-d1,3,2,3,1,15,47,0,185,185,185,780.833,714.167,50
cam3-b2-d1,3,2,3,1,16,48,0,184,184,184,726.167,714.167,50
cam3-b2-d1,3,2,4,1,1,49,0,170,170,170,1414.167,826.167,50
cam3-b2-d1,3,2,4,1,2,50,0,169,169,169,1258.167,828.833,50
cam3-b2-d1,3,2,4,1,3,51,0,180,180,180,1204.833,832.833,50
cam3-b2-d1,3,2,4,1,4,52,0,166,166,166,1148.833,832.833,50
cam3-b2-d1,3,2,4,1,5,53,0,176,176,176,1040.833,830.167,50
cam3-b2-d1,3,2,4,1,6,54,0,172,172,172,988.833,830.167,50
cam3-b2-d1,3,2,4,1,7,55,0,156,156,156,987.5,578.167,50
cam3-b2-d1,3,2,4,1,8,56,0,165,165,165,1032.833,576.833,50
cam3-b2-d1,3,2,4,1,9,57,0,168,168,168,1146.167,572.833,50
cam3-b2-d1,3,2,4,1,10,58,0,171,171,171,1200.833,572.833,50
cam3-b2-d1,3,2,4,1,11,59,0,179,179,179,1255.5,576.833,50
cam3-b2-d1,3,2,4,1,12,60,0,176,176,176,1411.5,579.5,50
cam3-b2-d1,3,2,4,1,13,61,0,174,174,174,983.5,704.833,50
cam3-b2-d1,3,2,4,1,14,62,0,178,178,178,1035.5,700.833,50
cam3-b2-d1,3,2,4,1,15,63,0,177,177,177,1147.5,696.833,50
cam3-b2-d1,3,2,4,1,16,64,0,184,184,184,1202.167,699.5,50
cam3-b3-d1,3,3,1,1,1,1,0,184,184,184,510,544,50
cam3-b3-d1,3,3,1,1,2,2,0,192,192,192,666.167,546.167,50
cam3-b3-d1,3,3,1,1,3,3,0,187,187,187,723.5,547.5,50
cam3-b3-d1,3,3,1,1,4,4,0,186,186,186,778.167,547.5,50
cam3-b3-d1,3,3,1,1,5,5,0,181,181,181,890.167,546.167,50
cam3-b3-d1,3,3,1,1,6,6,0,173,173,173,940.833,546.167,50
cam3-b3-d1,3,3,1,1,7,7,0,176,176,176,942.167,295.5,50
cam3-b3-d1,3,3,1,1,8,8,0,192,192,192,884.833,292.833,50
cam3-b3-d1,3,3,1,1,9,9,0,198,198,198,779.5,292.833,50
cam3-b3-d1,3,3,1,1,10,10,0,184,184,184,720.833,292.833,50
cam3-b3-d1,3,3,1,1,11,11,0,195,195,195,672.833,295.5,50
cam3-b3-d1,3,3,1,1,12,12,0,190,190,190,504.833,290.167,50
cam3-b3-d1,3,3,1,1,13,13,0,186,186,186,943.5,420.833,50
cam3-b3-d1,3,3,1,1,14,14,0,196,196,196,891.5,419.5,50
cam3-b3-d1,3,3,1,1,15,15,0,197,197,197,780.833,419.5,50
cam3-b3-d1,3,3,1,1,16,16,0,200,200,200,723.5,419.5,50
cam3-b3-d1,3,3,2,1,1,17,0,177,177,177,1400.833,304.833,50
cam3-b3-d1,3,3,2,1,2,18,0,185,185,185,1243.5,300.833,50
cam3-b3-d1,3,3,2,1,3,19,0,171,171,171,1187.5,298.167,50
cam3-b3-d1,3,3,2,1,4,20,0,193,193,193,1134.167,298.167,50
cam3-b3-d1,3,3,2,1,5,21,0,168,168,168,1024.833,296.833,50
cam3-b3-d1,3,3,2,1,6,22,0,166,166,166,976.833,296.833,50
cam3-b3-d1,3,3,2,1,7,23,0,175,175,175,974.167,546.167,50
cam3-b3-d1,3,3,2,1,8,24,0,188,188,188,1028.833,546.167,50
cam3-b3-d1,3,3,2,1,9,25,0,195,195,195,1134.167,544.833,50
cam3-b3-d1,3,3,2,1,10,26,0,186,186,186,1190.167,546.167,50
cam3-b3-d1,3,3,2,1,11,27,0,189,189,189,1244.833,546.167,50
cam3-b3-d1,3,3,2,1,12,28,0,176,176,176,1404.833,546.167,50
cam3-b3-d1,3,3,2,1,13,29,0,192,192,192,974.167,418.167,50
cam3-b3-d1,3,3,2,1,14,30,0,187,187,187,1024.833,418.167,50
cam3-b3-d1,3,3,2,1,15,31,0,196,196,196,1136.833,420.833,50
cam3-b3-d1,3,3,2,1,16,32,0,194,194,194,1187.5,419.5,50
cam3-b3-d1,3,3,3,1,1,33,0,188,188,188,643.5,740.833,50
cam3-b3-d1,3,3,3,1,2,34,0,203,203,203,823.5,722.167,50
cam3-b3-d1,3,3,3,1,3,35,0,201,201,201,818.167,771.5,50
cam3-b3-d1,3,3,3,1,4,36,0,201,201,201,887.5,712.833,50
cam3-b3-d1,3,3,3,1,5,37,0,204,204,204,726.167,715.5,50
cam3-b3-d1,3,3,3,1,6,38,0,200,200,200,890.167,756.833,50
cam3-b3-d1,3,3,3,1,7,39,0,206,206,206,804.833,650.167,50
cam3-b3-d1,3,3,3,1,8,40,0,206,206,206,804.833,650.167,50
cam3-b3-d1,3,3,3,1,9,41,0,205,205,205,716.833,671.5,50
cam3-b3-d1,3,3,3,1,10,42,0,204,204,204,827.5,676.833,50
cam3-b3-d1,3,3,3,1,11,43,0,203,203,203,792.833,722.167,50
cam3-b3-d1,3,3,3,1,12,44,0,205,205,205,767.5,679.5,50
cam3-b3-d1,3,3,3,1,13,45,0,200,200,200,770.167,779.5,50
cam3-b3-d1,3,3,3,1,14,46,0,199,199,199,706.167,791.5,50
cam3-b3-d1,3,3,3,1,15,47,0,203,203,203,755.5,748.833,50
cam3-b3-d1,3,3,3,1,16,48,0,202,202,202,703.5,751.5,50
cam3-b3-d1,3,3,4,1,1,49,0,178,178,178,1395.5,828.833,50
cam3-b3-d1,3,3,4,1,2,50,0,187,187,187,1234.167,824.833,50
cam3-b3-d1,3,3,4,1,3,51,0,179,179,179,1180.833,824.833,50
cam3-b3-d1,3,3,4,1,4,52,0,169,169,169,1128.833,827.5,50
cam3-b3-d1,3,3,4,1,5,53,0,184,184,184,1020.833,826.167,50
cam3-b3-d1,3,3,4,1,6,54,0,172,172,172,967.5,826.167,50
cam3-b3-d1,3,3,4,1,7,55,0,174,174,174,974.167,570.167,50
cam3-b3-d1,3,3,4,1,8,56,0,182,182,182,1022.167,574.167,50
cam3-b3-d1,3,3,4,1,9,57,0,192,192,192,1131.5,578.167,50
cam3-b3-d1,3,3,4,1,10,58,0,182,182,182,1184.833,576.833,50
cam3-b3-d1,3,3,4,1,11,59,0,183,183,183,1240.833,580.833,50
cam3-b3-d1,3,3,4,1,12,60,0,176,176,176,1395.5,584.833,50
cam3-b3-d1,3,3,4,1,13,61,0,150,150,150,966.167,698.167,50
cam3-b3-d1,3,3,4,1,14,62,0,177,177,177,1020.833,698.167,50
cam3-b3-d1,3,3,4,1,15,63,0,191,191,191,1130.167,702.167,50
cam3-b3-d1,3,3,4,1,16,64,0,187,187,187,1183.5,706.167,50
cam4-b2-d1,4,2,1,1,1,1,0,169,169,169,605,514,50
cam4-b2-d1,4,2,1,1,2,2,0,176,176,176,759.5,515.5,50
cam4-b2-d1,4,2,1,1,3,3,0,174,174,174,819.5,515.5,50
cam4-b2-d1,4,2,1,1,4,4,0,171,171,171,869.5,515.5,50
cam4-b2-d1,4,2,1,1,5,5,0,174,174,174,984.5,516.5,50
cam4-b2-d1,4,2,1,1,6,6,0,165,165,165,1034.5,516.5,50
cam4-b2-d1,4,2,1,1,7,7,0,196,196,196,1037.5,264.5,50
cam4-b2-d1,4,2,1,1,8,8,0,189,189,189,982.5,262.5,50
cam4-b2-d1,4,2,1,1,9,9,0,205,205,205,876.5,262.5,50
cam4-b2-d1,4,2,1,1,10,10,0,190,190,190,817.5,261.5,50
cam4-b2-d1,4,2,1,1,11,11,0,186,186,186,766.5,261.5,50
cam4-b2-d1,4,2,1,1,12,12,0,187,187,187,607.5,261.5,50
cam4-b2-d1,4,2,1,1,13,13,0,183,183,183,1039.5,389.5,50
cam4-b2-d1,4,2,1,1,14,14,0,190,190,190,983.5,388.5,50
cam4-b2-d1,4,2,1,1,15,15,0,200,200,200,872.5,388.5,50
cam4-b2-d1,4,2,1,1,16,16,0,198,198,198,819.5,389.5,50
cam4-b2-d1,4,2,2,1,1,17,0,174,174,174,1501.5,267.5,50
cam4-b2-d1,4,2,2,1,2,18,0,168,168,168,1339.5,272.5,50
cam4-b2-d1,4,2,2,1,3,19,0,170,170,170,1287.5,267.5,50
cam4-b2-d1,4,2,2,1,4,20,0,186,186,186,1230.5,265.5,50
cam4-b2-d1,4,2,2,1,5,21,0,172,172,172,1118.5,265.5,50
cam4-b2-d1,4,2,2,1,6,22,0,172,172,172,1069.5,266.5,50
cam4-b2-d1,4,2,2,1,7,23,0,158,158,158,1069.5,517.5,50
cam4-b2-d1,4,2,2,1,8,24,0,169,169,169,1119.5,518.5,50
cam4-b2-d1,4,2,2,1,9,25,0,176,176,176,1231.5,518.5,50
cam4-b2-d1,4,2,2,1,10,26,0,160,160,160,1290.5,521.5,50
