session_name,ID,trial_round,time_end,total_distance,mean_velocity,incorrect_entries,time_to_decision_zone_1,time_to_correct_zone_1,time_to_incorrect_zone_1,time_to_decision_zone_2,time_to_incorrect_zone_2,time_to_correct_zone_2,group,tank,frame_rate,pixels_per_cm,cam,batch,day,link,orientation,jar_ID,treatment,sex,Notes,std_length,unique_id,tanks3&4_release,tanks1&2_release,start,wrong_start,missing_fish
cam12-b3-d3-t3_edit_tank1,cam12-b3-d3 1,3,49.6,110.39917971500331,2.2257899136089376,2,4.08,23.72,7.92,30.36,35.28,50.18,cam12-b3-d3,1,50,16.979982473497056,12,3,3,12-3-1,L,73,l,F,NA,19.645781893222004,cam12-b3-d3-t3,14505,14600,14629,NA,2
cam12-b3-d3-t3_edit_tank3,cam12-b3-d3 3,3,74.78,149.91941635570882,2.004806316604825,2,294.26000000000005,9.84,27.52,52.48,57.44,77.26,cam12-b3-d3,3,50,16.979982473497056,12,3,3,12-3-3,R,80,l,M,NA,15.559148045323415,cam12-b3-d3-t3,14505,14600,14629,NA,2
cam12-b3-d3-t3_edit_tank4,cam12-b3-d3 4,3,58.56,141.26745775214863,2.4123541282812266,2,290.90000000000003,55.36,3.8200000000000003,57.72,NA,61.04,cam12-b3-d3,4,50,16.979982473497056,12,3,3,12-3-4,R,168,l,F,NA,15.85713790951588,cam12-b3-d3-t3,14505,14600,14629,NA,2
cam12-b3-d4-t1_edit_tank1,cam12-b3-d4 1,1,55.2,134.3307190983586,2.4335275198978006,3,2.38,47.38,4.92,50.760000000000005,NA,55.720000000000006,cam12-b3-d4,1,50,16.979982473497056,12,3,4,12-3-1,L,73,l,F,NA,19.645781893222004,cam12-b3-d4-t1,2692,2793,2819,NA,2
cam12-b3-d4-t1_edit_tank3,cam12-b3-d4 3,1,117.92,200.53370298928346,1.700591104047519,2,54,20.619999999999997,40.24,68.82000000000001,72.72000000000001,120.46000000000001,cam12-b3-d4,3,50,16.979982473497056,12,3,4,12-3-3,R,80,l,M,NA,15.559148045323415,cam12-b3-d4-t1,2692,2793,2819,NA,2
cam12-b3-d4-t1_edit_tank4,cam12-b3-d4 4,1,26.2,80.92195398931511,3.0886241980654625,2,54.080000000000005,25.32,4.6,26.5,NA,28.74,cam12-b3-d4,4,50,16.979982473497056,12,3,4,12-3-4,R,168,l,F,NA,15.85713790951588,cam12-b3-d4-t1,2692,2793,2819,NA,2
cam12-b3-d4-t2_edit_tank1,cam12-b3-d4 1,2,28.34,85.39837218569659,3.013351170984354,3,1.06,22.759999999999998,7.5,24.48,NA,29.04,cam12-b3-d4,1,50,16.979982473497056,12,3,4,12-3-1,L,73,l,F,NA,19.645781893222004,cam12-b3-d4-t2,1408,1532,1567,NA,2
cam12-b3-d4-t2_edit_tank3,cam12-b3-d4 3,2,46.84,106.24227046067718,2.268195355693364,1,30.5,8.36,NA,25.66,28.14,50.02,cam12-b3-d4,3,50,16.979982473497056,12,3,4,12-3-3,R,80,l,M,NA,15.559148045323415,cam12-b3-d4-t2,1408,1532,1567,NA,2
cam12-b3-d4-t2_edit_tank4,cam12-b3-d4 4,2,18.22,68.05077656632685,3.7349493175810564,1,29.66,7.92,3.2,9.02,12.24,21.4,cam12-b3-d4,4,50,16.979982473497056,12,3,4,12-3-4,R,168,l,F,NA,15.85713790951588,cam12-b3-d4-t2,1408,1532,1567,NA,2
cam12-b3-d4-t3_edit_tank1,cam12-b3-d4 1,3,13.74,43.895990858602666,3.19475916001475,0,1.88,8.42,NA,11.26,NA,14.36,cam12-b3-d4,1,50,16.979982473497056,12,3,4,12-3-1,L,73,l,F,NA,19.645781893222004,cam12-b3-d4-t3,2105,2218,2249,NA,2
cam12-b3-d4-t3_edit_tank3,cam12-b3-d4 3,3,85.82,158.31079542447222,1.8446841694764884,1,42.58,16.28,NA,19.099999999999998,22.54,88.69999999999999,cam12-b3-d4,3,50,16.979982473497056,12,3,4,12-3-3,R,80,l,M,NA,15.559148045323415,cam12-b3-d4-t3,2105,2218,2249,NA,2
cam12-b3-d4-t3_edit_tank4,cam12-b3-d4 4,3,4.72,22.798956343598963,4.830287360931984,0,42.120000000000005,4.58,NA,5.68,NA,7.6,cam12-b3-d4,4,50,16.979982473497056,12,3,4,12-3-4,R,168,l,F,NA,15.85713790951588,cam12-b3-d4-t3,2105,2218,2249,NA,2
cam13-b1-d1-t1_edit_tank2,cam13-b1-d1 2,1,157.78,325.99015748449443,2.066105700877769,2,8.64,92.38000000000001,73.94,96.64,103.16,161.12,cam13-b1-d1,2,50,17.18226763011701,13,1,1,13-1-2,L,7,h,F,NA,22.202508696241818,cam13-b1-d1-t1,1785,1940,2107,1,NA
cam13-b1-d1-t1_edit_tank3,cam13-b1-d1 3,1,130.1,257.85662082902866,1.9819878618680145,5,36.5,43.8,12.48,47.839999999999996,61.5,136.54,cam13-b1-d1,3,50,17.18226763011701,13,1,1,13-1-3,R,92,h,F,NA,18.490365046402374,cam13-b1-d1-t1,1785,1940,2107,1,NA
cam13-b1-d1-t1_edit_tank4,cam13-b1-d1 4,1,260.88,361.4986062336488,1.3856892296598007,4,65.84,92.6,45.22,95.88,116.82,267.32,cam13-b1-d1,4,50,17.18226763011701,13,1,1,13-1-4,R,2,h,M,NA,16.927571689876142,cam13-b1-d1-t1,1785,1940,2107,1,NA
cam13-b1-d1-t2_edit_tank1,cam13-b1-d1 1,2,268.42,387.6248930816201,1.4440984020625143,6,41.839999999999996,47.839999999999996,63.32,111.42,115.98,272.82,cam13-b1-d1,1,50,17.18226763011701,13,1,1,13-1-1,L,97,h,M,NA,15.331143014869784,cam13-b1-d1-t2,2109,2291,2511,NA,NA
cam13-b1-d1-t2_edit_tank2,cam13-b1-d1 2,2,77.04,115.9896316492987,1.505576734803981,0,5.140000000000001,69.62,NA,72.9,NA,81.44000000000001,cam13-b1-d1,2,50,17.18226763011701,13,1,1,13-1-2,L,7,h,F,NA,22.202508696241818,cam13-b1-d1-t2,2109,2291,2511,NA,NA
cam13-b1-d1-t2_edit_tank3,cam13-b1-d1 3,2,12.94,24.98025496404578,1.9304679261240945,0,42.2,10.34,NA,12.899999999999999,NA,20.979999999999997,cam13-b1-d1,3,50,17.18226763011701,13,1,1,13-1-3,R,92,h,F,NA,18.490365046402374,cam13-b1-d1-t2,2109,2291,2511,NA,NA
cam13-b1-d1-t2_edit_tank4,cam13-b1-d1 4,2,230.7,308.7627598317197,1.338373471312179,4,70.06,85.38,42.56,89.12,94.91999999999999,238.73999999999998,cam13-b1-d1,4,50,17.18226763011701,13,1,1,13-1-4,R,2,h,M,NA,16.927571689876142,cam13-b1-d1-t2,2109,2291,2511,NA,NA
cam13-b1-d1-t3_edit_tank1,cam13-b1-d1 1,3,69.52,100.10101894340299,1.439888074559882,1,46.459999999999994,49.260000000000005,NA,53,56.14,78,cam13-b1-d1,1,50,17.18226763011701,13,1,1,13-1-1,L,97,h,M,NA,15.331143014869784,cam13-b1-d1-t3,2788,2979,3403,NA,NA
cam13-b1-d1-t3_edit_tank2,cam13-b1-d1 2,3,66.6,141.30113770748477,2.1216387043165885,1,9.32,14.260000000000002,NA,40.82000000000001,48.56,75.08,cam13-b1-d1,2,50,17.18226763011701,13,1,1,13-1-2,L,7,h,F,NA,22.202508696241818,cam13-b1-d1-t3,2788,2979,3403,NA,NA
cam13-b1-d1-t3_edit_tank3,cam13-b1-d1 3,3,76.24,108.48910417270257,1.4229945458119435,4,55.78,68.7,19.18,72.56,NA,88.53999999999999,cam13-b1-d1,3,50,17.18226763011701,13,1,1,13-1-3,R,92,h,F,NA,18.490365046402374,cam13-b1-d1-t3,2788,2979,3403,NA,NA
cam13-b1-d1-t3_edit_tank4,cam13-b1-d1 4,3,78.62,107.8610823621621,1.3719293101267118,0,117.1,77.25999999999999,NA,81.75999999999999,NA,90.92,cam13-b1-d1,4,50,17.18226763011701,13,1,1,13-1-4,R,2,h,M,NA,16.927571689876142,cam13-b1-d1-t3,2788,2979,3403,NA,NA
cam13-b1-d2-t1_edit_tank1,cam13-b1-d2 1,1,85.78,164.82202983603293,1.9214505693172408,2,18.76,24.8,NA,27.36,34.68,86.76,cam13-b1-d2,1,50,17.207997042772455,13,1,2,13-1-1,L,97,h,M,NA,15.331143014869784,cam13-b1-d2-t1,1299,1468,1517,3,NA
cam13-b1-d2-t1_edit_tank2,cam13-b1-d2 2,1,55.92,113.32616060452264,2.0265765487217924,2,23.76,36.22,25.28,38.32,40.94,56.9,cam13-b1-d2,2,50,17.207997042772455,13,1,2,13-1-2,L,7,h,F,NA,22.202508696241818,cam13-b1-d2-t1,1299,1468,1517,3,NA
cam13-b1-d2-t1_edit_tank4,cam13-b1-d2 4,1,187.42,272.18857192783327,1.4522920282138154,9,49.260000000000005,164.92000000000002,42.04,169.18,NA,191.78,cam13-b1-d2,4,50,17.207997042772455,13,1,2,13-1-4,R,2,h,M,NA,16.927571689876142,cam13-b1-d2-t1,1299,1468,1517,3,NA
cam13-b1-d2-t2_edit_tank1,cam13-b1-d2 1,2,104.4,212.71372121023637,2.0374877510559037,6,13.98,63.599999999999994,26.56,67.36,70.66000000000001,107.88000000000001,cam13-b1-d2,1,50,17.207997042772455,13,1,2,13-1-1,L,97,h,M,NA,15.331143014869784,cam13-b1-d2-t2,1001,1168,1342,NA,NA
cam13-b1-d2-t2_edit_tank2,cam13-b1-d2 2,2,87.16,195.26120770543147,2.2402616762899434,4,8.36,33.12,13.040000000000001,36.839999999999996,40.879999999999995,90.64,cam13-b1-d2,2,50,17.207997042772455,13,1,2,13-1-2,L,7,h,F,NA,22.202508696241818,cam13-b1-d2-t2,1001,1168,1342,NA,NA
cam13-b1-d2-t2_edit_tank3,cam13-b1-d2 3,2,36.78,75.69092607766375,2.0579370874840603,4,20.04,36.04,9.86,38.6,NA,43.6,cam13-b1-d2,3,50,17.207997042772455,13,1,2,13-1-3,R,92,h,F,NA,18.490365046402374,cam13-b1-d2-t2,1001,1168,1342,NA,NA
cam13-b1-d2-t2_edit_tank4,cam13-b1-d2 4,2,40.14,71.0512592905656,1.7700861806319281,11,20.04,36.14,11.98,40.64,NA,46.96,cam13-b1-d2,4,50,17.207997042772455,13,1,2,13-1-4,R,2,h,M,NA,16.927571689876142,cam13-b1-d2-t2,1001,1168,1342,NA,NA
cam13-b1-d2-t3_edit_tank1,cam13-b1-d2 1,3,88.9,182.28451464058986,2.0504444841461176,3,17.12,27.84,NA,29.78,32.199999999999996,92.38000000000001,cam13-b1-d2,1,50,17.207997042772455,13,1,2,13-1-1,L,97,h,M,NA,15.331143014869784,cam13-b1-d2-t3,1024,1163,1337,NA,NA
cam13-b1-d2-t3_edit_tank2,cam13-b1-d2 2,3,39.36,89.43561115733539,2.2722462184282364,1,4.16,24.54,NA,26.400000000000002,29.04,42.839999999999996,cam13-b1-d2,2,50,17.207997042772455,13,1,2,13-1-2,L,7,h,F,NA,22.202508696241818,cam13-b1-d2-t3,1024,1163,1337,NA,NA
cam13-b1-d2-t3_edit_tank3,cam13-b1-d2 3,3,56.26,113.53436569068788,2.018029962507783,2,20.5,33.28,14.2,36.54,38.739999999999995,62.519999999999996,cam13-b1-d2,3,50,17.207997042772455,13,1,2,13-1-3,R,92,h,F,NA,18.490365046402374,cam13-b1-d2-t3,1024,1163,1337,NA,NA
cam13-b1-d2-t3_edit_tank4,cam13-b1-d2 4,3,46.3,91.58686634831503,1.9781180636785105,1,29.28,18.939999999999998,NA,20.439999999999998,23.5,52.559999999999995,cam13-b1-d2,4,50,17.207997042772455,13,1,2,13-1-4,R,2,h,M,NA,16.927571689876142,cam13-b1-d2-t3,1024,1163,1337,NA,NA
cam13-b1-d3-t1_edit_tank1,cam13-b1-d3 1,1,43.82,72.85412225488544,1.6625769569804985,1,30.259999999999998,34.92,NA,36.14,39.559999999999995,47.22,cam13-b1-d3,1,50,17.0528754170362,13,1,3,13-1-1,L,97,h,M,NA,15.331143014869784,cam13-b1-d3-t1,1451,1594,1764,NA,NA
cam13-b1-d3-t1_edit_tank2,cam13-b1-d3 2,1,46.26,82.23722209129616,1.7777177278706477,3,12.6,17.099999999999998,NA,35.42,39.22,49.66,cam13-b1-d3,2,50,17.0528754170362,13,1,3,13-1-2,L,7,h,F,NA,22.202508696241818,cam13-b1-d3-t1,1451,1594,1764,NA,NA
cam13-b1-d3-t1_edit_tank3,cam13-b1-d3 3,1,27.42,63.84868624134753,2.32854435599371,1,31.9,24.299999999999997,6.279999999999999,27.18,NA,33.68,cam13-b1-d3,3,50,17.0528754170362,13,1,3,13-1-3,R,92,h,F,NA,18.490365046402374,cam13-b1-d3-t1,1451,1594,1764,NA,NA
cam13-b1-d3-t1_edit_tank4,cam13-b1-d3 4,1,22.72,43.68256768190721,1.9226482254360568,0,35.5,16.04,NA,22.86,NA,28.979999999999997,cam13-b1-d3,4,50,17.0528754170362,13,1,3,13-1-4,R,2,h,M,NA,16.927571689876142,cam13-b1-d3-t1,1451,1594,1764,NA,NA
cam13-b1-d3-t2_edit_tank1,cam13-b1-d3 1,2,32.9,62.176426054827,1.889860974310851,0,23.06,28.98,NA,32.64,NA,37.62,cam13-b1-d3,1,50,17.0528754170362,13,1,3,13-1-1,L,97,h,M,NA,15.331143014869784,cam13-b1-d3-t2,1532,1679,1915,NA,NA
cam13-b1-d3-t2_edit_tank2,cam13-b1-d3 2,2,22.68,63.06946674111793,2.7808406852344767,1,10.84,15.86,NA,17.56,20.259999999999998,27.4,cam13-b1-d3,2,50,17.0528754170362,13,1,3,13-1-2,L,7,h,F,NA,22.202508696241818,cam13-b1-d3-t2,1532,1679,1915,NA,NA
cam13-b1-d3-t2_edit_tank3,cam13-b1-d3 3,2,15.4,44.59453430062509,2.8957489805600707,0,31.34,16.439999999999998,NA,19.62,NA,23.060000000000002,cam13-b1-d3,3,50,17.0528754170362,13,1,3,13-1-3,R,92,h,F,NA,18.490365046402374,cam13-b1-d3-t2,1532,1679,1915,NA,NA
cam13-b1-d3-t2_edit_tank4,cam13-b1-d3 4,2,201.76,318.4492798549089,1.5783568589160832,3,30.66,36.1,10.94,38.56,NA,209.42,cam13-b1-d3,4,50,17.0528754170362,13,1,3,13-1-4,R,2,h,M,NA,16.927571689876142,cam13-b1-d3-t2,1532,1679,1915,NA,NA
cam13-b1-d3-t3_edit_tank1,cam13-b1-d3 1,3,55.72,145.55623928045324,2.612279958371379,1,9.42,52.5,27.919999999999998,53.92,NA,59.9,cam13-b1-d3,1,50,17.0528754170362,13,1,3,13-1-1,L,97,h,M,NA,15.331143014869784,cam13-b1-d3-t3,1533,1655,1864,NA,NA
cam13-b1-d3-t3_edit_tank2,cam13-b1-d3 2,3,70.02,179.93448199668327,2.5697583832716835,2,5.8999999999999995,19.939999999999998,38.32,21.48,25.54,74.19999999999999,cam13-b1-d3,2,50,17.0528754170362,13,1,3,13-1-2,L,7,h,F,NA,22.202508696241818,cam13-b1-d3-t3,1533,1655,1864,NA,NA
cam13-b1-d3-t3_edit_tank3,cam13-b1-d3 3,3,4.82,12.218038533182867,2.5348627662205114,0,NA,NA,NA,6.64,NA,11.440000000000001,cam13-b1-d3,3,50,17.0528754170362,13,1,3,13-1-3,R,92,h,F,NA,18.490365046402374,cam13-b1-d3-t3,1533,1655,1864,NA,NA
cam13-b1-d3-t3_edit_tank4,cam13-b1-d3 4,3,28.44,64.47837202368706,2.2671720120846364,0,30.68,27.26,NA,31.240000000000002,NA,35.06,cam13-b1-d3,4,50,17.0528754170362,13,1,3,13-1-4,R,2,h,M,NA,16.927571689876142,cam13-b1-d3-t3,1533,1655,1864,NA,NA
cam13-b1-d4-t1_edit_tank1,cam13-b1-d4 1,1,63.54,170.39470942672475,2.681691996013924,3,8.28,10.86,26.5,13.399999999999999,45.06,68.1,cam13-b1-d4,1,50,17.057957697202937,13,1,4,13-1-1,L,97,h,M,NA,15.331143014869784,cam13-b1-d4-t1,1402,1531,1759,NA,NA
cam13-b1-d4-t1_edit_tank2,cam13-b1-d4 2,1,87.92,145.16805830055952,1.6511380607433976,2,48.56,54.04,67.24,55.56,82.06,92.48,cam13-b1-d4,2,50,17.057957697202937,13,1,4,13-1-2,L,7,h,F,NA,22.202508696241818,cam13-b1-d4-t1,1402,1531,1759,NA,NA
cam13-b1-d4-t1_edit_tank3,cam13-b1-d4 3,1,88.36,197.08229700900324,2.23044700100728,3,32.66,13.64,48.660000000000004,15.259999999999998,18.48,95.5,cam13-b1-d4,3,50,17.057957697202937,13,1,4,13-1-3,R,92,h,F,NA,18.490365046402374,cam13-b1-d4-t1,1402,1531,1759,NA,NA
cam13-b1-d4-t1_edit_tank4,cam13-b1-d4 4,1,12.12,32.577953644433904,2.6879499706628636,0,28.06,13.04,NA,16.06,NA,19.259999999999998,cam13-b1-d4,4,50,17.057957697202937,13,1,4,13-1-4,R,2,h,M,NA,16.927571689876142,cam13-b1-d4-t1,1402,1531,1759,NA,NA
cam13-b1-d4-t2_edit_tank1,cam13-b1-d4 1,2,28.36,75.92196101324213,2.677079020213051,1,7.76,25.58,10.2,27.82,NA,31.259999999999998,cam13-b1-d4,1,50,17.057957697202937,13,1,4,13-1-1,L,97,h,M,NA,15.331143014869784,cam13-b1-d4-t2,1321,1450,1595,NA,NA
cam13-b1-d4-t2_edit_tank2,cam13-b1-d4 2,2,95.04,249.2725074723805,2.622816787377741,6,3.58,64.94,10.86,66.16,69.98,97.94000000000001,cam13-b1-d4,2,50,17.057957697202937,13,1,4,13-1-2,L,7,h,F,NA,22.202508696241818,cam13-b1-d4-t2,1321,1450,1595,NA,NA
cam13-b1-d4-t2_edit_tank3,cam13-b1-d4 3,2,58.32,163.12439111851492,2.7970574608798855,2,26.44,9.42,27.36,10.5,53.040000000000006,63.8,cam13-b1-d4,3,50,17.057957697202937,13,1,4,13-1-3,R,92,h,F,NA,18.490365046402374,cam13-b1-d4-t2,1321,1450,1595,NA,NA
cam13-b1-d4-t2_edit_tank4,cam13-b1-d4 4,2,34.28,93.49022624429416,2.7272528075931786,2,26.46,24.3,11.64,25.16,27.400000000000002,39.760000000000005,cam13-b1-d4,4,50,17.057957697202937,13,1,4,13-1-4,R,2,h,M,NA,16.927571689876142,cam13-b1-d4-t2,1321,1450,1595,NA,NA
cam13-b1-d4-t3_edit_tank1,cam13-b1-d4 1,3,25.28,63.35799619823497,2.506249849613725,1,9.16,11.66,NA,15.76,20.16,30.3,cam13-b1-d4,1,50,17.057957697202937,13,1,4,13-1-1,L,97,h,M,NA,15.331143014869784,cam13-b1-d4-t3,1465,1573,1824,NA,NA
cam13-b1-d4-t3_edit_tank2,cam13-b1-d4 2,3,53.88,150.24029270943706,2.7884241408581487,2,5.9399999999999995,47.040000000000006,8.34,48.379999999999995,NA,58.900000000000006,cam13-b1-d4,2,50,17.057957697202937,13,1,4,13-1-2,L,7,h,F,NA,22.202508696241818,cam13-b1-d4-t3,1465,1573,1824,NA,NA
cam13-b1-d4-t3_edit_tank3,cam13-b1-d4 3,3,26.96,75.72365614715739,2.808740955013256,1,29.32,12.58,NA,14.04,16.299999999999997,34.14,cam13-b1-d4,3,50,17.057957697202937,13,1,4,13-1-3,R,92,h,F,NA,18.490365046402374,cam13-b1-d4-t3,1465,1573,1824,NA,NA
cam13-b1-d4-t3_edit_tank4,cam13-b1-d4 4,3,6.22,26.87942566930233,4.321451072235101,0,29.44,8.44,NA,10.959999999999999,NA,13.399999999999999,cam13-b1-d4,4,50,17.057957697202937,13,1,4,13-1-4,R,2,h,M,NA,16.927571689876142,cam13-b1-d4-t3,1465,1573,1824,NA,NA
cam13-b2-d1-t1_edit_tank1,cam13-b2-d1 1,1,111.8,181.2096870324069,1.6208379877675034,6,44.68,80.84,48.88,85.82000000000001,94.14,114.84,cam13-b2-d1,1,50,16.64964630116697,13,2,1,13-2-1,R,60,c,M,NA,15.559450749665311,cam13-b2-d1-t1,1261,1388,1540,NA,NA
cam13-b2-d1-t1_edit_tank2,cam13-b2-d1 2,1,41.86,58.210137954250854,1.3905909688067573,0,22.599999999999998,26.06,NA,28.32,NA,44.9,cam13-b2-d1,2,50,16.64964630116697,13,2,1,13-2-2,R,146,c,F,NA,18.151632957164466,cam13-b2-d1-t1,1261,1388,1540,NA,NA
cam13-b2-d1-t1_edit_tank3,cam13-b2-d1 3,1,41.14,129.92677844701421,3.1581618484932963,3,27.86,33.66,11.26,37.58,40.16,46.72,cam13-b2-d1,3,50,16.64964630116697,13,2,1,13-2-3,L,150,c,F,NA,23.82216508846985,cam13-b2-d1-t1,1261,1388,1540,NA,NA
cam13-b2-d1-t1_edit_tank4,cam13-b2-d1 4,1,44.48,50.616863701894324,1.1379690580461854,0,51.14,37.02,NA,38.94,NA,50.059999999999995,cam13-b2-d1,4,50,16.64964630116697,13,2,1,13-2-4,L,52,c,M,NA,16.10232447851062,cam13-b2-d1-t1,1261,1388,1540,NA,NA
cam13-b2-d1-t2_edit_tank1,cam13-b2-d1 1,2,82.04,146.80184993463456,1.789393587696667,5,7.959999999999999,20.82,10.26,26.48,29.580000000000002,85.82000000000001,cam13-b2-d1,1,50,16.64964630116697,13,2,1,13-2-1,R,60,c,M,NA,15.559450749665311,cam13-b2-d1-t2,1028,1153,1342,NA,NA
cam13-b2-d1-t2_edit_tank2,cam13-b2-d1 2,2,43.5,80.54767356328088,1.8516706566271466,0,18.76,30.34,NA,33.1,NA,47.28,cam13-b2-d1,2,50,16.64964630116697,13,2,1,13-2-2,R,146,c,F,NA,18.151632957164466,cam13-b2-d1-t2,1028,1153,1342,NA,NA
cam13-b2-d1-t2_edit_tank3,cam13-b2-d1 3,2,14.1,46.53701024390606,3.3004971804188696,0,20.58,15.620000000000001,NA,16.7,NA,20.38,cam13-b2-d1,3,50,16.64964630116697,13,2,1,13-2-3,L,150,c,F,NA,23.82216508846985,cam13-b2-d1-t2,1028,1153,1342,NA,NA
cam13-b2-d1-t2_edit_tank4,cam13-b2-d1 4,2,58.38,123.0619932109327,2.1079478110814094,1,52.760000000000005,40.620000000000005,NA,42.5,53.1,64.66,cam13-b2-d1,4,50,16.64964630116697,13,2,1,13-2-4,L,52,c,M,NA,16.10232447851062,cam13-b2-d1-t2,1028,1153,1342,NA,NA
cam13-b2-d1-t3_edit_tank1,cam13-b2-d1 1,3,36.32,79.34221042037336,2.184532225230544,1,9.2,11.94,NA,13.64,16.060000000000002,40.66,cam13-b2-d1,1,50,16.64964630116697,13,2,1,13-2-1,R,60,c,M,NA,15.559450749665311,cam13-b2-d1-t3,1303,1437,1654,NA,NA
cam13-b2-d1-t3_edit_tank2,cam13-b2-d1 2,3,14.28,42.83957148975988,2.9999699922801035,0,7.92,12.74,NA,13.72,NA,18.619999999999997,cam13-b2-d1,2,50,16.64964630116697,13,2,1,13-2-2,R,146,c,F,NA,18.151632957164466,cam13-b2-d1-t3,1303,1437,1654,NA,NA
cam13-b2-d1-t3_edit_tank3,cam13-b2-d1 3,3,9.16,26.753507193243458,2.9206885582143514,0,26.08,9.98,NA,11.98,NA,16.18,cam13-b2-d1,3,50,16.64964630116697,13,2,1,13-2-3,L,150,c,F,NA,23.82216508846985,cam13-b2-d1-t3,1303,1437,1654,NA,NA
cam13-b2-d1-t3_edit_tank4,cam13-b2-d1 4,3,9.6,27.792677110962696,2.8950705323919474,0,26.2,10.54,NA,12.84,NA,16.619999999999997,cam13-b2-d1,4,50,16.64964630116697,13,2,1,13-2-4,L,52,c,M,NA,16.10232447851062,cam13-b2-d1-t3,1303,1437,1654,NA,NA
cam13-b2-d2-t1_edit_tank1,cam13-b2-d2 1,1,35.64,90.13521991411928,2.5290465744702377,1,6.4399999999999995,8.1,NA,24.98,27.08,37.52,cam13-b2-d2,1,50,16.64964630116697,13,2,2,13-2-1,R,60,c,M,NA,15.559450749665311,cam13-b2-d2-t1,1552,1658,1752,4,NA
cam13-b2-d2-t1_edit_tank2,cam13-b2-d2 2,1,32.36,97.35478846486983,3.008491608926756,0,4.34,28.72,NA,30.619999999999997,NA,34.24,cam13-b2-d2,2,50,16.64964630116697,13,2,2,13-2-2,R,146,c,F,NA,18.151632957164466,cam13-b2-d2-t1,1552,1658,1752,4,NA
cam13-b2-d2-t1_edit_tank3,cam13-b2-d2 3,1,64.6,138.9683683409204,2.15121313221239,4,32.44,55.38,7.62,61.06,NA,68.6,cam13-b2-d2,3,50,16.64964630116697,13,2,2,13-2-3,L,150,c,F,NA,23.82216508846985,cam13-b2-d2-t1,1552,1658,1752,4,NA
cam13-b2-d2-t2_edit_tank1,cam13-b2-d2 1,2,22.06,61.2390319353578,2.7760213932619133,1,3.94,7.4,NA,10.8,13.760000000000002,24.099999999999998,cam13-b2-d2,1,50,16.64964630116697,13,2,2,13-2-1,R,60,c,M,NA,15.559450749665311,cam13-b2-d2-t2,1321,1448,1550,4,NA
cam13-b2-d2-t2_edit_tank2,cam13-b2-d2 2,2,56.74,141.99773262603108,2.5026036768775306,1,3.64,46.04,18.619999999999997,54.1,NA,58.78,cam13-b2-d2,2,50,16.64964630116697,13,2,2,13-2-2,R,146,c,F,NA,18.151632957164466,cam13-b2-d2-t2,1321,1448,1550,4,NA
cam13-b2-d2-t2_edit_tank3,cam13-b2-d2 3,2,22.12,66.38505789665876,3.001132816304646,2,26.44,19.66,6.96,22.380000000000003,NA,26.700000000000003,cam13-b2-d2,3,50,16.64964630116697,13,2,2,13-2-3,L,150,c,F,NA,23.82216508846985,cam13-b2-d2-t2,1321,1448,1550,4,NA
cam13-b2-d2-t3_edit_tank1,cam13-b2-d2 1,3,78.32,229.04775112468803,2.9245116333591428,5,2.32,14.4,7.56,16.799999999999997,19.64,80.58,cam13-b2-d2,1,50,16.64964630116697,13,2,2,13-2-1,R,60,c,M,NA,15.559450749665311,cam13-b2-d2-t3,1507,1629,1742,NA,NA
cam13-b2-d2-t3_edit_tank2,cam13-b2-d2 2,3,35.76,85.2274557186052,2.383318112936387,0,2.3,7.9399999999999995,NA,11.24,NA,38.019999999999996,cam13-b2-d2,2,50,16.64964630116697,13,2,2,13-2-2,R,146,c,F,NA,18.151632957164466,cam13-b2-d2-t3,1507,1629,1742,NA,NA
cam13-b2-d2-t3_edit_tank3,cam13-b2-d2 3,3,262.04,363.59751694282375,1.3875649402489074,6,31.060000000000002,10.940000000000001,34.38,12.879999999999999,16.28,266.74,cam13-b2-d2,3,50,16.64964630116697,13,2,2,13-2-3,L,150,c,F,NA,23.82216508846985,cam13-b2-d2-t3,1507,1629,1742,NA,NA
cam13-b2-d2-t3_edit_tank4,cam13-b2-d2 4,3,3.9,16.88698086669797,4.329995094025121,0,30.16,5.36,NA,6.0600000000000005,NA,8.6,cam13-b2-d2,4,50,16.64964630116697,13,2,2,13-2-4,L,52,c,M,NA,16.10232447851062,cam13-b2-d2-t3,1507,1629,1742,NA,NA
cam13-b2-d3-t1_edit_tank1,cam13-b2-d3 1,1,52.22,172.18968110656309,3.2973895271268305,4,8.959999999999999,44.64,10.44,49.120000000000005,NA,52.74,cam13-b2-d3,1,50,16.64964630116697,13,2,3,13-2-1,R,60,c,M,NA,15.559450749665311,cam13-b2-d3-t1,2512,2629,2655,NA,NA
cam13-b2-d3-t1_edit_tank2,cam13-b2-d3 2,1,42.94,124.0275280422712,2.888391430886614,2,4.02,19.08,11.54,23.4,32.760000000000005,43.46,cam13-b2-d3,2,50,16.64964630116697,13,2,3,13-2-2,R,146,c,F,NA,18.151632957164466,cam13-b2-d3-t1,2512,2629,2655,NA,NA
cam13-b2-d3-t1_edit_tank3,cam13-b2-d3 3,1,83.78,188.67488538995207,2.252027755907759,4,51.800000000000004,61.96,11.04,66.10000000000001,70.66,86.64,cam13-b2-d3,3,50,16.64964630116697,13,2,3,13-2-3,L,150,c,F,NA,23.82216508846985,cam13-b2-d3-t1,2512,2629,2655,NA,NA
